time,node_id,x,y,z,speed,type
0,0,451.83931467910986,934.4830293857992,968.5699563473271,0.022258037347518522,trapped
0,1,723.2164677436592,432.70964673451414,150.87228349493708,0.049011208947697074,trapped
0,2,394.442686394112,338.13513802151414,255.67868991686316,0.04988363263015122,trapped
0,3,687.083853084039,252.4962697637772,635.3725838862227,0.04564386114349235,trapped
0,4,403.2604877163169,176.8421050770572,167.41238539232387,0.04156425882522738,trapped
0,5,497.086191099442,146.64464759094878,231.54111932529514,0.0874928145285282,trapped
0,6,248.0697490501159,337.01781321040124,13.507313363626146,0.09294426741973966,trapped
0,7,155.3847177779406,897.6744925864249,286.3733384684331,0.03005428076874759,trapped
0,8,655.3733833904698,814.5583374674185,362.4615477048985,0.013880896159204403,trapped
0,9,475.4085419040774,33.14310264793997,836.5796725999985,0.02185172511666842,trapped
0,10,87.1549510269837,930.8347404799308,196.00125490493548,0.05206833329876455,trapped
0,11,38.21835414913337,89.53082933973229,177.09596630332226,0.09373053814428378,trapped
0,12,912.4925657375443,8.873809586847084,702.7894124500426,0.06505568331443358,trapped
0,13,759.6431146683464,611.572053291207,485.5578236977153,0.06062554305418395,trapped
0,14,299.53062625534545,30.03566455446151,817.8912973875634,0.01811764126071378,trapped
0,15,864.2728443786581,78.03570444938929,496.16596769147054,0.06996871812451493,trapped
0,16,902.901427832857,724.2852499573418,852.7107228616012,0.0014701723029487135,trapped
0,17,631.701083670271,744.0182152236462,732.3616542940417,0.08086095136500655,trapped
0,18,571.5194694850459,819.3805166366284,441.66201343811014,0.09953293201615386,trapped
0,19,48.70040915817229,488.3308895718399,708.3795932327903,0.07483217706040732,trapped
0,20,741.9405257209478,266.66471415646964,27.71489250465553,0.059605170589873094,trapped
0,21,108.31062274420215,385.1499752055102,762.824222658753,0.0010001009936450144,trapped
0,22,952.8143257028124,267.9342248090264,50.50698079159324,0.03445228007564751,trapped
0,23,937.7631550892133,628.223092188678,486.5961086239824,0.07605341224687784,trapped
0,24,788.4493126174245,956.3365875681959,805.3892125118214,0.08426883469690732,trapped
0,25,562.5815445007172,702.4610621181528,910.7689818730618,0.06895129616879146,trapped
0,26,855.3504705281,1.1417696492240241,509.26915773494983,0.008780066742837656,trapped
0,27,603.3830414325226,505.6922410790676,357.46555865902775,0.0076699241572049,trapped
0,28,800.2192342732308,655.1557062612367,299.3141259201493,0.02775248326944514,trapped
0,29,117.25738016023672,690.1433743240914,895.4389251102474,0.021313889487800965,trapped
0,30,163.1365481132606,886.2950512058378,240.30140984430372,0.06446367518649353,trapped
0,31,83.49543560660331,562.3667962079571,793.5985863777732,0.04617337035391225,trapped
0,32,795.620768310266,572.1662231880828,798.3371146146679,0.09144985824535166,trapped
0,33,10.188373065988445,659.5927728556373,822.0232377979625,0.03266740903427684,trapped
0,34,972.9308969570429,662.1157875231465,173.7758578392036,0.055621648329071474,trapped
0,35,225.59796220690407,689.8517241216043,54.956442265868056,0.06367536442127145,trapped
